Order,Length,Rule_1,Rule_2,Rule_3,Rule_4
486,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
487,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
488,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
489,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
490,6,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-x <= 0.5) & (top-right-square-o <= 0.5),,,
491,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),,,
492,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),,,
493,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
494,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
495,5,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o > 0.5) & (middle-left-square-x <= 0.5) & (top-left-square-o <= 0.5),,,
496,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b > 0.5) & (top-middle-square-o <= 0.5),,
497,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
498,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (top-left-square-b > 0.5),,,
499,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (top-left-square-b > 0.5),,,
500,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
501,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (top-left-square-b > 0.5),,,
502,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
503,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (top-left-square-b > 0.5),,,
504,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
505,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
506,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (top-left-square-b > 0.5),,,
507,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
508,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
509,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5),,,
510,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
511,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (top-left-square-b > 0.5),,,
512,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
513,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
514,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
515,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (top-left-square-b > 0.5),,,
516,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5),,,
517,5,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b > 0.5) & (top-left-square-o <= 0.5),,,
518,5,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b > 0.5) & (top-left-square-o <= 0.5),,,
519,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
520,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
521,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
522,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
523,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
524,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
525,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
526,5,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b > 0.5) & (top-left-square-o <= 0.5),,,
527,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
528,6,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-b > 0.5),,,
529,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
530,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
531,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
532,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
533,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),,,
534,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
535,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
536,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
537,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
538,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
539,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
540,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
541,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
542,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
543,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
544,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),,,
545,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),,,
546,7,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x <= 0.5) & (middle-right-square-o <= 0.5) & (middle-left-square-o > 0.5) & (top-left-square-b > 0.5),,,
547,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
548,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
549,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
550,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
551,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
552,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
553,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
554,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
555,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
556,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
557,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
558,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),,,
559,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),,,
560,5,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b > 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-o <= 0.5),,,
561,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
562,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
563,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
564,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (top-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-o <= 0.5),,
565,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
566,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
567,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (top-left-square-b > 0.5),,,
568,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
569,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
570,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5),,,
571,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
572,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
573,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
574,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
575,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5),,,
576,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
577,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
578,5,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b > 0.5) & (top-left-square-o <= 0.5),,,
579,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
580,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
581,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
582,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
583,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5),,,
584,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
585,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5),,,
586,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
587,5,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b > 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-o <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5),,
588,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
589,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
590,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),,,
591,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
592,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
593,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
594,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
595,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
596,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
597,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
598,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),,,
599,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),,,
600,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),,,
601,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
602,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
603,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
604,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
605,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
606,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b > 0.5) & (top-middle-square-o <= 0.5),,
607,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b > 0.5) & (top-middle-square-o <= 0.5),,
608,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
609,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (top-left-square-b > 0.5),,,
610,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (top-left-square-b > 0.5),,,
611,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
612,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
613,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
614,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (top-left-square-b > 0.5),,,
615,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5),,,
616,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
617,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5),,,
618,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
619,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5),,,
620,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
621,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,,
622,5,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b > 0.5) & (top-left-square-o <= 0.5),,,
623,3,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,,
624,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5),,,
625,3,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
626,4,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b > 0.5) & (top-middle-square-o <= 0.5),,,
627,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
628,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
629,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
630,4,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
631,4,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
632,4,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
633,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
634,4,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
635,4,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
636,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
637,4,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
638,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
639,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
640,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
641,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
642,4,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
643,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
644,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-o > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-x > 0.5),,
645,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (middle-left-square-x <= 0.5) & (bottom-middle-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (middle-left-square-x <= 0.5),
646,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
647,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
648,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
649,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
650,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
651,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
652,4,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
653,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,
654,4,(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
655,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-x > 0.5),,,
