Order,Length,Rule_1,Rule_2,Rule_3,Rule_4
935,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
936,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
937,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
938,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
939,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
940,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
941,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
942,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
943,7,(bottom-right-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (middle-left-square-o > 0.5),,,
944,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-x > 0.5),,,
945,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x > 0.5),,,
946,9,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-right-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-b <= 0.5) & (middle-left-square-x > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-b <= 0.5) & (top-left-square-b <= 0.5),,
947,7,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (middle-right-square-x > 0.5) & (bottom-left-square-o > 0.5) & (top-right-square-x > 0.5) & (middle-left-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-right-square-x > 0.5),,
948,10,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-b <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (bottom-middle-square-x > 0.5) & (bottom-left-square-b <= 0.5) & (middle-left-square-x > 0.5) & (bottom-left-square-x <= 0.5),(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (bottom-left-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x > 0.5),
949,7,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x <= 0.5),,,
950,8,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5),,,
951,7,(bottom-right-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (middle-left-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x <= 0.5),,,
952,8,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (bottom-middle-square-o > 0.5) & (middle-right-square-x <= 0.5),,,
953,10,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-b <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x > 0.5) & (top-middle-square-x > 0.5) & (bottom-left-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-right-square-o <= 0.5) & (top-left-square-b <= 0.5) & (top-right-square-b <= 0.5) & (middle-left-square-o <= 0.5),,
954,7,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x > 0.5) & (top-middle-square-x > 0.5) & (bottom-left-square-o > 0.5) & (top-right-square-x > 0.5) & (bottom-middle-square-x > 0.5),,,
955,7,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-middle-square-b <= 0.5) & (bottom-right-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-x > 0.5),,
956,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x > 0.5),,,
957,7,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-o > 0.5) & (bottom-right-square-b <= 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-middle-square-b <= 0.5) & (bottom-right-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-x > 0.5),,
958,9,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (middle-right-square-o > 0.5) & (top-right-square-b <= 0.5) & (middle-left-square-b <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (bottom-right-square-x > 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-b <= 0.5),,
